song_name,artist_name,decade,word_count,unique_word_count,char_count,line_count,avg_words_per_line,median_words_per_line,max_words_per_line,min_words_per_line,avg_word_length,lexical_diversity,repetition_ratio,punctuation_count,punctuation_ratio,question_mark_count,exclamation_mark_count,comma_count,quote_count,parenthesis_count,digit_count,english_char_count,english_char_ratio,repeated_lines_count,repeated_lines_ratio,unique_lines_count,most_repeated_line_count,chorus_repetition_score,repeated_words_count,repeated_words_ratio,most_common_word_count,most_common_word_ratio,first_person_singular_count,first_person_singular_ratio,first_person_plural_count,first_person_plural_ratio,second_person_count,second_person_ratio,third_person_count,third_person_ratio,we_vs_i_ratio,direct_address_score,love_words_ratio,army_words_ratio,nature_words_ratio,religion_words_ratio,party_words_ratio,sadness_words_ratio,nostalgia_words_ratio,family_words_ratio,place_words_ratio,time_words_ratio,modern_slang_words_ratio,old_israeli_words_ratio,last_word_unique_count,last_word_repetition_ratio,avg_last_word_length,dicta_token_count,dicta_non_punct_token_count,dicta_content_token_count,lemma_count,unique_lemma_count,lemma_diversity,root_count,unique_root_count,root_diversity,dicta_unknown_token_count,dicta_unknown_token_ratio,dicta_x_pos_count,dicta_x_pos_ratio,pos_noun_count,pos_noun_ratio,pos_verb_count,pos_verb_ratio,pos_adj_count,pos_adj_ratio,pos_adv_count,pos_adv_ratio,pos_pron_count,pos_pron_ratio,pos_propn_count,pos_propn_ratio,pos_adp_count,pos_adp_ratio,pos_det_count,pos_det_ratio,pos_cconj_count,pos_cconj_ratio,pos_sconj_count,pos_sconj_ratio,pos_aux_count,pos_aux_ratio,pos_num_count,pos_num_ratio,pos_intj_count,pos_intj_ratio,tense_past_count,tense_past_ratio,tense_present_count,tense_present_ratio,tense_future_count,tense_future_ratio,verb_inf_count,verb_inf_ratio,verb_participle_count,verb_participle_ratio,imperative_count,imperative_ratio,masculine_count,masculine_ratio,feminine_count,feminine_ratio,singular_count,singular_ratio,plural_count,plural_ratio,first_person_morph_count,first_person_morph_ratio,second_person_morph_count,second_person_morph_ratio,third_person_morph_count,third_person_morph_ratio,binyan_paal_count,binyan_paal_ratio,binyan_piel_count,binyan_piel_ratio,binyan_hifil_count,binyan_hifil_ratio,binyan_hitpael_count,binyan_hitpael_ratio,binyan_nifal_count,binyan_nifal_ratio,binyan_pual_count,binyan_pual_ratio,binyan_hufal_count,binyan_hufal_ratio
שיר על נחלים,אילנית,1980s,59,41,331,25,2.36,2.0,3,2,4.372881355932203,0.6949152542372882,0.3050847457627119,15,0.0453172205438066,0,0,6,0,0,0,0,0.0,0,0.0,25,1,0.0,14,0.3414634146341463,4,0.0677966101694915,0,0.0,0,0.0,3,0.0508474576271186,1,0.0169491525423728,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0169491525423728,0.0,0.0,0.0677966101694915,0.0,0.0,19,0.24,5.28,108,95,43,95,46,0.4842105263157895,10,9,0.9,0,0.0,0,0.0,29,0.30526315789473685,10,0.10526315789473684,2,0.021052631578947368,2,0.021052631578947368,9,0.09473684210526316,0,0.0,19,0.2,15,0.15789473684210525,6,0.06315789473684211,3,0.031578947368421054,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,1,0.1,8,0.8,0,0.0,28,0.29473684210526313,26,0.2736842105263158,28,0.29473684210526313,20,0.21052631578947367,11,0.11578947368421053,8,0.08421052631578947,14,0.14736842105263157,4,0.4,3,0.3,0,0.0,3,0.3,0,0.0,0,0.0,0,0.0
אני רק עובר,אבי טולדנו,1980s,107,74,502,31,3.4516129032258065,3.0,7,2,3.644859813084112,0.6915887850467289,0.308411214953271,5,0.0099601593625498,0,0,2,0,0,0,0,0.0,3,0.0967741935483871,28,2,0.1935483870967742,15,0.2027027027027027,10,0.0934579439252336,9,0.0841121495327102,0,0.0,1,0.0093457943925233,0,0.0,0.0,0.1,0.0093457943925233,0.0,0.0093457943925233,0.0,0.0,0.0,0.02803738317757,0.0,0.0,0.02803738317757,0.0,0.0,27,0.1290322580645161,4.290322580645161,134,131,75,129,72,0.5581395348837209,26,21,0.8076923076923077,2,0.015267175572519083,2,0.015267175572519083,15,0.11450381679389313,31,0.2366412213740458,3,0.022900763358778626,26,0.1984732824427481,15,0.11450381679389313,0,0.0,11,0.08396946564885496,3,0.022900763358778626,18,0.13740458015267176,4,0.030534351145038167,2,0.015267175572519083,0,0.0,1,0.007633587786259542,2,0.06060606060606061,0,0.0,9,0.2727272727272727,4,0.12121212121212122,13,0.3939393939393939,0,0.0,39,0.29770992366412213,28,0.21374045801526717,51,0.3893129770992366,2,0.015267175572519083,24,0.183206106870229,20,0.15267175572519084,14,0.10687022900763359,16,0.48484848484848486,2,0.06060606060606061,1,0.030303030303030304,5,0.15151515151515152,2,0.06060606060606061,0,0.0,0,0.0
כמו בסרט,אושיק לוי,1980s,94,76,522,23,4.086956521739131,4.0,6,2,4.414893617021277,0.8085106382978723,0.1914893617021276,9,0.0172413793103448,0,0,0,0,0,0,0,0.0,0,0.0,23,1,0.0,16,0.2105263157894736,3,0.0319148936170212,0,0.0,0,0.0,1,0.0106382978723404,2,0.0212765957446808,0.0,0.3333333333333333,0.0,0.0,0.0319148936170212,0.0106382978723404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0.0869565217391304,5.434782608695652,131,127,83,121,75,0.6198347107438017,20,17,0.85,6,0.047244094488188976,5,0.03937007874015748,43,0.33858267716535434,20,0.15748031496062992,12,0.09448818897637795,7,0.05511811023622047,2,0.015748031496062992,1,0.007874015748031496,19,0.14960629921259844,15,0.11811023622047244,3,0.023622047244094488,0,0.0,0,0.0,0,0.0,0,0.0,4,0.2,0,0.0,0,0.0,1,0.05,15,0.75,0,0.0,43,0.33858267716535434,36,0.28346456692913385,62,0.4881889763779528,13,0.10236220472440945,17,0.13385826771653545,16,0.12598425196850394,18,0.14173228346456693,11,0.55,2,0.1,1,0.05,4,0.2,2,0.1,0,0.0,0,0.0
רואים רחוק רואים שקוף,שמוליק קראוס ואילן וירצברג,1980s,80,66,361,24,3.333333333333333,3.0,6,2,3.4,0.825,0.175,10,0.0277008310249307,0,0,0,0,0,0,0,0.0,1,0.0416666666666666,23,2,0.0833333333333333,7,0.106060606060606,5,0.0625,1,0.0125,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,22,0.0833333333333333,3.7083333333333335,112,106,61,104,64,0.6153846153846154,17,15,0.8823529411764706,2,0.018867924528301886,1,0.009433962264150943,33,0.3113207547169811,17,0.16037735849056603,6,0.05660377358490566,4,0.03773584905660377,10,0.09433962264150944,1,0.009433962264150943,23,0.2169811320754717,4,0.03773584905660377,1,0.009433962264150943,3,0.02830188679245283,3,0.02830188679245283,0,0.0,0,0.0,8,0.4,0,0.0,0,0.0,6,0.3,4,0.2,1,0.05,49,0.46226415094339623,27,0.25471698113207547,56,0.5283018867924528,7,0.0660377358490566,13,0.12264150943396226,6,0.05660377358490566,13,0.12264150943396226,16,0.8,2,0.1,0,0.0,0,0.0,0,0.0,0,0.0,1,0.05
על פני האדמה,שלום חנוך,1980s,105,70,506,25,4.2,4.0,7,3,3.695238095238096,0.6666666666666666,0.3333333333333333,10,0.0197628458498023,0,0,7,0,0,0,0,0.0,0,0.0,25,1,0.0,17,0.2428571428571428,8,0.0761904761904762,0,0.0,3,0.0285714285714285,0,0.0,10,0.0952380952380952,3.0,0.0,0.0095238095238095,0.0,0.019047619047619,0.0,0.0,0.0,0.0,0.019047619047619,0.0,0.0285714285714285,0.0,0.0,17,0.32,4.08,180,172,71,163,66,0.4049079754601227,15,12,0.8,9,0.05232558139534884,9,0.05232558139534884,51,0.29651162790697677,15,0.0872093023255814,3,0.01744186046511628,2,0.011627906976744186,15,0.0872093023255814,0,0.0,22,0.12790697674418605,38,0.22093023255813954,8,0.046511627906976744,8,0.046511627906976744,1,0.005813953488372093,0,0.0,0,0.0,7,0.4375,0,0.0,2,0.125,0,0.0,6,0.375,1,0.0625,70,0.4069767441860465,21,0.12209302325581395,75,0.436046511627907,11,0.06395348837209303,10,0.05813953488372093,11,0.06395348837209303,21,0.12209302325581395,10,0.625,1,0.0625,3,0.1875,1,0.0625,0,0.0,0,0.0,0,0.0
אני נשבע בשם הבלוז,יגאל בשן,1980s,79,50,359,28,2.821428571428572,3.0,4,2,3.481012658227848,0.6329113924050633,0.3670886075949367,8,0.022284122562674,0,0,0,2,0,0,0,0.0,3,0.1071428571428571,25,2,0.2142857142857142,16,0.32,5,0.0632911392405063,6,0.0759493670886076,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0126582278481012,0.0,0.0126582278481012,0.0,0.0,24,0.1428571428571428,4.107142857142857,104,102,58,102,52,0.5098039215686274,11,10,0.9090909090909091,0,0.0,0,0.0,21,0.20588235294117646,17,0.16666666666666666,8,0.0784313725490196,11,0.10784313725490197,9,0.08823529411764706,1,0.00980392156862745,13,0.12745098039215685,10,0.09803921568627451,6,0.058823529411764705,2,0.0196078431372549,0,0.0,0,0.0,4,0.0392156862745098,1,0.058823529411764705,0,0.0,4,0.23529411764705882,0,0.0,6,0.35294117647058826,0,0.0,45,0.4411764705882353,11,0.10784313725490197,47,0.46078431372549017,2,0.0196078431372549,13,0.12745098039215685,9,0.08823529411764706,10,0.09803921568627451,8,0.47058823529411764,0,0.0,1,0.058823529411764705,0,0.0,2,0.11764705882352941,0,0.0,0,0.0
אלירן,שימי תבורי,1980s,117,65,527,33,3.5454545454545454,3.0,7,2,3.452991452991453,0.5555555555555556,0.4444444444444444,7,0.0132827324478178,0,0,1,0,0,0,0,0.0,8,0.2424242424242424,25,5,0.3333333333333333,21,0.3230769230769231,11,0.094017094017094,20,0.1709401709401709,0,0.0,1,0.0085470085470085,2,0.017094017094017,0.0,0.0434782608695652,0.0,0.0,0.0,0.0,0.0,0.0085470085470085,0.0,0.0,0.0,0.0085470085470085,0.0,0.0,22,0.3333333333333333,3.393939393939394,178,175,75,170,55,0.3235294117647059,19,14,0.7368421052631579,5,0.02857142857142857,3,0.017142857142857144,33,0.18857142857142858,19,0.10857142857142857,15,0.08571428571428572,3,0.017142857142857144,35,0.2,5,0.02857142857142857,43,0.24571428571428572,4,0.022857142857142857,8,0.045714285714285714,4,0.022857142857142857,0,0.0,2,0.011428571428571429,1,0.005714285714285714,9,0.47368421052631576,0,0.0,0,0.0,1,0.05263157894736842,9,0.47368421052631576,0,0.0,78,0.44571428571428573,58,0.3314285714285714,94,0.5371428571428571,7,0.04,42,0.24,9,0.05142857142857143,20,0.11428571428571428,13,0.6842105263157895,1,0.05263157894736842,2,0.10526315789473684,1,0.05263157894736842,2,0.10526315789473684,0,0.0,0,0.0
דם הגפן,לאה לופטין,1980s,134,86,664,33,4.0606060606060606,4.0,6,1,3.671641791044776,0.6417910447761194,0.3582089552238806,7,0.0105421686746987,1,0,2,0,0,0,0,0.0,4,0.1212121212121212,29,2,0.2424242424242424,25,0.2906976744186046,8,0.0597014925373134,2,0.0149253731343283,0,0.0,3,0.0223880597014925,9,0.0671641791044776,0.0,0.2142857142857142,0.0223880597014925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0149253731343283,0.0,0.0,25,0.2424242424242424,4.363636363636363,230,223,100,216,85,0.39351851851851855,28,20,0.7142857142857143,7,0.03139013452914798,7,0.03139013452914798,51,0.22869955156950672,30,0.13452914798206278,0,0.0,10,0.04484304932735426,27,0.1210762331838565,9,0.04035874439461883,50,0.2242152466367713,18,0.08071748878923767,11,0.04932735426008968,2,0.008968609865470852,0,0.0,0,0.0,8,0.03587443946188341,6,0.2,0,0.0,10,0.3333333333333333,0,0.0,11,0.36666666666666664,2,0.06666666666666667,65,0.2914798206278027,58,0.2600896860986547,101,0.452914798206278,8,0.03587443946188341,19,0.08520179372197309,20,0.08968609865470852,38,0.17040358744394618,15,0.5,9,0.3,2,0.06666666666666667,0,0.0,2,0.06666666666666667,0,0.0,0,0.0
שוק הכרמל,ירדנה ארזי,1980s,144,79,704,34,4.235294117647059,4.5,6,2,3.6180555555555554,0.5486111111111112,0.4513888888888889,28,0.0397727272727272,0,0,15,1,0,0,0,0.0,1,0.0294117647058823,33,2,0.0588235294117647,25,0.3164556962025316,12,0.0833333333333333,5,0.0347222222222222,0,0.0,1,0.0069444444444444,2,0.0138888888888888,0.0,0.125,0.0,0.0,0.0138888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.1805555555555555,0.0,0.0,30,0.1176470588235294,4.676470588235294,220,203,109,177,76,0.4293785310734463,21,15,0.7142857142857143,26,0.12807881773399016,25,0.12315270935960591,58,0.2857142857142857,24,0.11822660098522167,6,0.029556650246305417,13,0.06403940886699508,11,0.054187192118226604,8,0.03940886699507389,21,0.10344827586206896,30,0.1477832512315271,4,0.019704433497536946,0,0.0,1,0.0049261083743842365,0,0.0,2,0.009852216748768473,0,0.0,0,0.0,1,0.04,1,0.04,15,0.6,4,0.16,63,0.3103448275862069,38,0.18719211822660098,85,0.4187192118226601,7,0.034482758620689655,22,0.10837438423645321,19,0.09359605911330049,18,0.08866995073891626,13,0.52,6,0.24,0,0.0,2,0.08,0,0.0,0,0.0,0,0.0
בית חם,עפרה חזה,1980s,78,54,364,22,3.5454545454545454,4.0,5,1,3.5128205128205128,0.6923076923076923,0.3076923076923077,13,0.0357142857142857,0,0,4,0,0,0,0,0.0,1,0.0454545454545454,21,2,0.0909090909090909,7,0.1296296296296296,11,0.141025641025641,1,0.0128205128205128,0,0.0,2,0.0256410256410256,3,0.0384615384615384,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0128205128205128,0.0256410256410256,0.0256410256410256,0.1282051282051282,0.0128205128205128,0.0128205128205128,0.0,17,0.2272727272727272,4.090909090909091,113,104,66,100,57,0.57,13,12,0.9230769230769231,4,0.038461538461538464,4,0.038461538461538464,37,0.3557692307692308,14,0.1346153846153846,13,0.125,2,0.019230769230769232,8,0.07692307692307693,0,0.0,15,0.14423076923076922,4,0.038461538461538464,6,0.057692307692307696,0,0.0,1,0.009615384615384616,0,0.0,0,0.0,0,0.0,0,0.0,1,0.06666666666666667,2,0.13333333333333333,10,0.6666666666666666,2,0.13333333333333333,52,0.5,21,0.20192307692307693,65,0.625,6,0.057692307692307696,10,0.09615384615384616,16,0.15384615384615385,13,0.125,8,0.5333333333333333,2,0.13333333333333333,1,0.06666666666666667,0,0.0,1,0.06666666666666667,0,0.0,2,0.13333333333333333
מחכים למשיח,שלום חנוך,1980s,235,167,1206,79,2.9746835443037973,3.0,6,2,4.131914893617021,0.7106382978723405,0.2893617021276595,2,0.0016583747927031,0,0,1,1,0,0,0,0.0,8,0.1012658227848101,71,5,0.1265822784810126,23,0.1377245508982036,15,0.0638297872340425,0,0.0,1,0.0042553191489361,3,0.0127659574468085,1,0.0042553191489361,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0042553191489361,0.0,0.0,0.0,0.0085106382978723,0.0,0.0,67,0.1518987341772152,4.481012658227848,339,338,205,335,150,0.44776119402985076,60,40,0.6666666666666666,3,0.008875739644970414,2,0.005917159763313609,88,0.2603550295857988,61,0.1804733727810651,10,0.029585798816568046,29,0.08579881656804733,19,0.05621301775147929,17,0.05029585798816568,44,0.1301775147928994,42,0.1242603550295858,17,0.05029585798816568,6,0.01775147928994083,1,0.0029585798816568047,1,0.0029585798816568047,1,0.0029585798816568047,16,0.25806451612903225,0,0.0,4,0.06451612903225806,2,0.03225806451612903,39,0.6290322580645161,0,0.0,143,0.4230769230769231,42,0.1242603550295858,159,0.47041420118343197,19,0.05621301775147929,42,0.1242603550295858,40,0.11834319526627218,70,0.20710059171597633,31,0.5,15,0.24193548387096775,4,0.06451612903225806,5,0.08064516129032258,4,0.06451612903225806,2,0.03225806451612903,0,0.0
כמו צועני,כמו צועני,1980s,150,64,731,20,7.5,8.0,9,6,3.793333333333333,0.4266666666666667,0.5733333333333334,12,0.0164158686730506,0,0,12,0,0,0,0,0.0,9,0.45,11,4,0.7,43,0.671875,10,0.0666666666666666,4,0.0266666666666666,0,0.0,21,0.14,1,0.0066666666666666,0.0,0.8076923076923077,0.0066666666666666,0.0,0.0133333333333333,0.0,0.0266666666666666,0.0133333333333333,0.0,0.02,0.0,0.04,0.0,0.0,10,0.5,4.65,246,234,98,228,63,0.27631578947368424,39,17,0.4358974358974359,6,0.02564102564102564,6,0.02564102564102564,44,0.18803418803418803,39,0.16666666666666666,3,0.01282051282051282,11,0.04700854700854701,45,0.19230769230769232,1,0.004273504273504274,63,0.2692307692307692,10,0.042735042735042736,12,0.05128205128205128,0,0.0,0,0.0,0,0.0,0,0.0,2,0.05128205128205128,0,0.0,10,0.2564102564102564,2,0.05128205128205128,25,0.6410256410256411,0,0.0,94,0.4017094017094017,49,0.2094017094017094,110,0.4700854700854701,16,0.06837606837606838,41,0.1752136752136752,56,0.23931623931623933,31,0.13247863247863248,26,0.6666666666666666,7,0.1794871794871795,4,0.10256410256410256,2,0.05128205128205128,0,0.0,0,0.0,0,0.0
בללייקה,אילנית,1980s,89,61,470,23,3.869565217391304,4.0,6,2,4.01123595505618,0.6853932584269663,0.3146067415730337,25,0.0531914893617021,0,0,15,0,0,0,0,0.0,2,0.0869565217391304,21,2,0.1739130434782608,15,0.2459016393442623,9,0.1011235955056179,3,0.0337078651685393,0,0.0,2,0.0224719101123595,1,0.0112359550561797,0.0,0.3333333333333333,0.0,0.0,0.0112359550561797,0.0112359550561797,0.0,0.0,0.0,0.0112359550561797,0.0224719101123595,0.0337078651685393,0.0561797752808988,0.0,17,0.2608695652173913,4.739130434782608,158,135,71,128,54,0.421875,15,10,0.6666666666666666,7,0.05185185185185185,7,0.05185185185185185,38,0.2814814814814815,16,0.11851851851851852,1,0.007407407407407408,8,0.05925925925925926,18,0.13333333333333333,8,0.05925925925925926,25,0.18518518518518517,8,0.05925925925925926,5,0.037037037037037035,0,0.0,0,0.0,0,0.0,1,0.007407407407407408,6,0.375,0,0.0,6,0.375,0,0.0,4,0.25,0,0.0,53,0.3925925925925926,37,0.2740740740740741,72,0.5333333333333333,2,0.014814814814814815,16,0.11851851851851852,7,0.05185185185185185,19,0.14074074074074075,12,0.75,1,0.0625,0,0.0,0,0.0,0,0.0,2,0.125,0,0.0
ההצגה הגדולה,ירדנה ארזי,1980s,104,83,535,37,2.810810810810811,3.0,6,2,4.057692307692308,0.7980769230769231,0.2019230769230769,7,0.0130841121495327,0,0,1,0,0,0,0,0.0,0,0.0,37,1,0.0,14,0.1686746987951807,4,0.0384615384615384,1,0.0096153846153846,0,0.0,2,0.0192307692307692,2,0.0192307692307692,0.0,0.4,0.0,0.0,0.0,0.0096153846153846,0.0,0.0,0.0096153846153846,0.0096153846153846,0.0,0.0384615384615384,0.0,0.0,34,0.081081081081081,4.594594594594595,157,155,78,151,79,0.5231788079470199,16,11,0.6875,4,0.025806451612903226,4,0.025806451612903226,37,0.23870967741935484,16,0.1032258064516129,14,0.09032258064516129,11,0.07096774193548387,14,0.09032258064516129,0,0.0,23,0.14838709677419354,17,0.10967741935483871,14,0.09032258064516129,2,0.012903225806451613,0,0.0,2,0.012903225806451613,1,0.0064516129032258064,4,0.25,0,0.0,1,0.0625,3,0.1875,8,0.5,0,0.0,54,0.34838709677419355,34,0.21935483870967742,64,0.4129032258064516,16,0.1032258064516129,16,0.1032258064516129,10,0.06451612903225806,17,0.10967741935483871,8,0.5,2,0.125,4,0.25,0,0.0,2,0.125,0,0.0,0,0.0
מריומה יומה,חנה לסלאו וג'קי מקייטן,1980s,146,98,759,31,4.709677419354839,4.0,7,3,4.061643835616438,0.6712328767123288,0.3287671232876712,21,0.0276679841897233,1,0,2,2,0,0,0,0.0,2,0.064516129032258,29,3,0.0967741935483871,18,0.1836734693877551,10,0.0684931506849315,8,0.0547945205479452,2,0.0136986301369863,12,0.0821917808219178,1,0.0068493150684931,0.25,0.5217391304347826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068493150684931,0.0136986301369863,0.0068493150684931,0.0,29,0.064516129032258,4.806451612903226,237,228,103,223,96,0.4304932735426009,27,23,0.8518518518518519,5,0.021929824561403508,5,0.021929824561403508,46,0.20175438596491227,28,0.12280701754385964,6,0.02631578947368421,12,0.05263157894736842,37,0.16228070175438597,11,0.04824561403508772,50,0.21929824561403508,17,0.07456140350877193,9,0.039473684210526314,3,0.013157894736842105,2,0.008771929824561403,0,0.0,2,0.008771929824561403,1,0.03333333333333333,0,0.0,10,0.3333333333333333,3,0.1,15,0.5,0,0.0,82,0.35964912280701755,65,0.2850877192982456,102,0.4473684210526316,20,0.08771929824561403,38,0.16666666666666666,26,0.11403508771929824,28,0.12280701754385964,18,0.6,3,0.1,4,0.13333333333333333,1,0.03333333333333333,1,0.03333333333333333,0,0.0,0,0.0
קום והתהלך בארץ,להקת פיקוד צפון,1980s,76,65,426,26,2.923076923076923,3.0,4,2,4.394736842105263,0.8552631578947368,0.1447368421052631,17,0.0399061032863849,0,0,4,0,0,0,0,0.0,1,0.0384615384615384,25,2,0.0769230769230769,7,0.1076923076923077,3,0.0394736842105263,0,0.0,0,0.0,3,0.0394736842105263,4,0.0526315789473684,0.0,0.4285714285714285,0.0131578947368421,0.0,0.0131578947368421,0.0,0.0,0.0,0.0,0.0,0.0131578947368421,0.0131578947368421,0.0,0.0,24,0.0769230769230769,4.846153846153846,145,132,57,132,62,0.4696969696969697,14,9,0.6428571428571429,0,0.0,0,0.0,36,0.2727272727272727,14,0.10606060606060606,2,0.015151515151515152,4,0.030303030303030304,13,0.09848484848484848,1,0.007575757575757576,28,0.21212121212121213,19,0.14393939393939395,14,0.10606060606060606,1,0.007575757575757576,0,0.0,0,0.0,0,0.0,4,0.2857142857142857,0,0.0,3,0.21428571428571427,0,0.0,4,0.2857142857142857,3,0.21428571428571427,36,0.2727272727272727,32,0.24242424242424243,52,0.3939393939393939,13,0.09848484848484848,6,0.045454545454545456,10,0.07575757575757576,18,0.13636363636363635,7,0.5,1,0.07142857142857142,1,0.07142857142857142,4,0.2857142857142857,1,0.07142857142857142,0,0.0,0,0.0
בא לשכונה בחור חדש,אלון אולארצ'יק,1980s,105,75,536,18,5.833333333333333,5.5,8,4,3.933333333333333,0.7142857142857143,0.2857142857142857,19,0.0354477611940298,0,0,8,0,0,0,0,0.0,3,0.1666666666666666,15,2,0.3333333333333333,14,0.1866666666666666,4,0.0380952380952381,2,0.019047619047619,0,0.0,0,0.0,2,0.019047619047619,0.0,0.0,0.0095238095238095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0095238095238095,0.0095238095238095,0.0,14,0.2222222222222222,3.611111111111111,200,185,92,177,79,0.4463276836158192,33,21,0.6363636363636364,8,0.043243243243243246,8,0.043243243243243246,44,0.23783783783783785,33,0.1783783783783784,9,0.04864864864864865,6,0.032432432432432434,22,0.11891891891891893,0,0.0,41,0.22162162162162163,12,0.06486486486486487,6,0.032432432432432434,2,0.010810810810810811,0,0.0,2,0.010810810810810811,0,0.0,14,0.42424242424242425,0,0.0,7,0.21212121212121213,1,0.030303030303030304,9,0.2727272727272727,0,0.0,93,0.5027027027027027,38,0.20540540540540542,97,0.5243243243243243,10,0.05405405405405406,27,0.14594594594594595,11,0.05945945945945946,32,0.17297297297297298,23,0.696969696969697,2,0.06060606060606061,2,0.06060606060606061,0,0.0,6,0.18181818181818182,0,0.0,0,0.0
ואם השיר הזה נשמע לכם מוכר,חנן יובל,1980s,131,58,658,28,4.678571428571429,5.0,7,1,3.717557251908397,0.4427480916030534,0.5572519083969466,37,0.0562310030395136,0,0,23,0,0,0,0,0.0,5,0.1785714285714285,23,4,0.2857142857142857,35,0.603448275862069,8,0.0610687022900763,0,0.0,0,0.0,4,0.0305343511450381,1,0.0076335877862595,0.0,0.8,0.015267175572519,0.0,0.0,0.0,0.0,0.0,0.0,0.0229007633587786,0.0,0.0381679389312977,0.0,0.0,19,0.3214285714285714,4.678571428571429,226,193,89,180,59,0.3277777777777778,28,14,0.5,13,0.06735751295336788,13,0.06735751295336788,24,0.12435233160621761,28,0.14507772020725387,10,0.05181347150259067,25,0.12953367875647667,20,0.10362694300518134,2,0.010362694300518135,16,0.08290155440414508,22,0.11398963730569948,21,0.10880829015544041,10,0.05181347150259067,0,0.0,2,0.010362694300518135,0,0.0,5,0.17857142857142858,0,0.0,0,0.0,0,0.0,23,0.8214285714285714,0,0.0,81,0.41968911917098445,3,0.015544041450777202,79,0.40932642487046633,7,0.03626943005181347,23,0.11917098445595854,27,0.13989637305699482,44,0.22797927461139897,9,0.32142857142857145,2,0.07142857142857142,7,0.25,1,0.03571428571428571,9,0.32142857142857145,0,0.0,0,0.0
שרית הספרית,"להקת הנח""ל",1980s,141,77,733,36,3.9166666666666665,4.0,8,2,4.184397163120567,0.5460992907801419,0.4539007092198581,3,0.0040927694406548,0,0,3,0,0,0,0,0.0,16,0.4444444444444444,20,12,0.5555555555555556,15,0.1948051948051948,14,0.0992907801418439,0,0.0,0,0.0,8,0.0567375886524822,5,0.0354609929078014,0.0,0.6153846153846154,0.0283687943262411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.5277777777777778,5.75,198,195,97,182,75,0.41208791208791207,23,14,0.6086956521739131,13,0.06666666666666667,8,0.041025641025641026,42,0.2153846153846154,25,0.1282051282051282,7,0.035897435897435895,7,0.035897435897435895,16,0.08205128205128205,16,0.08205128205128205,26,0.13333333333333333,29,0.14871794871794872,8,0.041025641025641026,7,0.035897435897435895,2,0.010256410256410256,2,0.010256410256410256,0,0.0,6,0.2222222222222222,0,0.0,8,0.2962962962962963,0,0.0,11,0.4074074074074074,0,0.0,36,0.18461538461538463,63,0.3230769230769231,77,0.39487179487179486,15,0.07692307692307693,14,0.07179487179487179,16,0.08205128205128205,31,0.15897435897435896,13,0.48148148148148145,10,0.37037037037037035,1,0.037037037037037035,0,0.0,0,0.0,0,0.0,0,0.0
ואולי אותה שתיקה,יהורם גאון,1980s,107,69,524,29,3.689655172413793,4.0,6,2,3.6542056074766354,0.6448598130841121,0.3551401869158878,21,0.0400763358778625,0,0,10,0,0,0,0,0.0,2,0.0689655172413793,27,2,0.1379310344827586,22,0.3188405797101449,6,0.0560747663551401,3,0.02803738317757,0,0.0,6,0.0560747663551401,4,0.0373831775700934,0.0,0.4615384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0186915887850467,0.02803738317757,0.0,0.0186915887850467,0.0,0.0,26,0.1034482758620689,4.413793103448276,159,146,67,136,66,0.4852941176470588,30,19,0.6333333333333333,10,0.0684931506849315,10,0.0684931506849315,21,0.14383561643835616,30,0.2054794520547945,3,0.02054794520547945,13,0.08904109589041095,18,0.1232876712328767,0,0.0,16,0.1095890410958904,13,0.08904109589041095,12,0.0821917808219178,4,0.0273972602739726,6,0.0410958904109589,0,0.0,0,0.0,5,0.1388888888888889,0,0.0,4,0.1111111111111111,6,0.16666666666666666,18,0.5,2,0.05555555555555555,42,0.2876712328767123,38,0.2602739726027397,56,0.3835616438356164,11,0.07534246575342465,21,0.14383561643835616,24,0.1643835616438356,21,0.14383561643835616,19,0.5277777777777778,4,0.1111111111111111,1,0.027777777777777776,0,0.0,6,0.16666666666666666,0,0.0,0,0.0
